Banco;Sociedad;Fecha Documento;CIF;Proveedor;Nº Factura;Importe;F. Anticipo;F. Vencimiento;Días;% Interés;% Comisión;Total Comisión;Total Interés;% Reparto;Comisión Prisma;Interés Prisma;Calculo com Prisma;Calculo int prisma;Total diferencia
Rubi;Azul;10/01/2026;B85162309;Mieles P…;4274165;825,74;04/12/2025;16/01/2026;69;0,6;0,08;0,66;0,95;30,0;0,12;0,36;=G487*(L487/100)*(O487/100);=G487*(K487/360/100)*J487*(O487/100);=P487-R487+Q487-S487
Rubi;Azul;10/01/2026;A63628922;Auditorí…;2222592;768,59;23/12/2025;16/06/2026;42;0,7;0,04;0,31;0,63;40,0;-0,01;0,04;=G488*(L488/100)*(O488/100);=G488*(K488/360/100)*J488*(O488/100);=P488-R488+Q488-S488
Rubi;Azul;10/01/2026;A44332196;Cubierta…;2716660;653,3;26/12/2025;28/04/2026;77;0,51;0,08;0,52;0,71;50,0;0,17;0,26;=G489*(L489/100)*(O489/100);=G489*(K489/360/100)*J489*(O489/100);=P489-R489+Q489-S489
Rubi;Azul;10/01/2026;A06929104;Solucion…;3979158;193,57;08/12/2025;21/04/2026;13;0,8;0,09;0,17;0,06;50,0;0,02;0,04;=G490*(L490/100)*(O490/100);=G490*(K490/360/100)*J490*(O490/100);=P490-R490+Q490-S490
Rubi;Azul;10/01/2026;A82949845;Reactiv…;2653879;790,57;16/12/2025;20/06/2026;62;0,83;0,07;0,55;1,13;60,0;0,24;0,81;=G491*(L491/100)*(O491/100);=G491*(K491/360/100)*J491*(O491/100);=P491-R491+Q491-S491
Rubi;Azul;10/01/2026;B59508945;Digitaliz…;4838972;206,04;25/12/2025;07/05/2026;30;0,72;0,07;0,14;0,12;30,0;0,08;-0,04;=G492*(L492/100)*(O492/100);=G492*(K492/360/100)*J492*(O492/100);=P492-R492+Q492-S492
Rubi;Azul;10/01/2026;A03269285;Disolven…;3206828;4975,95;15/12/2025;16/05/2026;31;1,12;0,08;3,98;4,8;20,0;0,52;0,86;=G493*(L493/100)*(O493/100);=G493*(K493/360/100)*J493*(O493/100);=P493-R493+Q493-S493
Rubi;Azul;10/01/2026;B62122231;Cuarzos…;3908596;534,77;08/12/2025;17/02/2026;84;0,98;0,07;0,37;1,22;40,0;-0,1;0,68;=G494*(L494/100)*(O494/100);=G494*(K494/360/100)*J494*(O494/100);=P494-R494+Q494-S494
Rubi;Azul;10/01/2026;B42922773;Celulos…;4956699;4192,02;16/12/2025;26/03/2026;84;1,16;0,06;2,52;11,35;50,0;1,32;5,63;=G495*(L495/100)*(O495/100);=G495*(K495/360/100)*J495*(O495/100);=P495-R495+Q495-S495
Rubi;Azul;10/01/2026;B06942267;Sacos D…;3364281;686,52;13/12/2025;27/01/2026;43;0,51;0,06;0,41;0,42;40,0;-0,04;0,27;=G496*(L496/100)*(O496/100);=G496*(K496/360/100)*J496*(O496/100);=P496-R496+Q496-S496
Rubi;Azul;10/01/2026;A12267650;Rectifica…;1637371;478,0;23/12/2025;09/06/2026;78;1,1;0,09;0,43;1,14;20,0;0,38;-0,07;=G497*(L497/100)*(O497/100);=G497*(K497/360/100)*J497*(O497/100);=P497-R497+Q497-S497
Rubi;Azul;10/01/2026;A87389155;Bioresid…;4907840;567,46;24/12/2025;12/06/2026;22;1,14;0,09;0,51;0,4;40,0;-0,02;0,2;=G498*(L498/100)*(O498/100);=G498*(K498/360/100)*J498*(O498/100);=P498-R498+Q498-S498
Rubi;Azul;10/01/2026;B89654455;Genera…;2524655;255,09;16/12/2025;13/06/2026;63;0,69;0,09;0,23;0,31;50,0;0,01;0,4;=G499*(L499/100)*(O499/100);=G499*(K499/360/100)*J499*(O499/100);=P499-R499+Q499-S499
Rubi;Azul;10/01/2026;A98934834;Pesticid…;1414909;886,44;26/12/2025;25/06/2026;61;0,65;0,07;0,62;0,98;60,0;0,64;0,8;=G500*(L500/100)*(O500/100);=G500*(K500/360/100)*J500*(O500/100);=P500-R500+Q500-S500
Rubi;Azul;10/01/2026;A34745644;Residuo…;1219473;443,89;10/12/2025;11/01/2026;79;0,74;0,07;0,31;0,72;30,0;0,11;0,07;=G501*(L501/100)*(O501/100);=G501*(K501/360/100)*J501*(O501/100);=P501-R501+Q501-S501
Zafiro;Escarlata;09/01/2026;B30636448;Embalajes Aplicados S.L.;1582447;6166,41;27/12/2025;21/02/2026;85;27,53;2,67;164,64;400,83;20;33,18;80,29;=G2*(L2/100)*(O2/100);=G2*(K2/360/100)*J2*(O2/100);=P2-R2+Q2-S2
Zafiro;Escarlata;09/01/2026;A91129710;Electrodos Refractarios S.A.;4806249;855,6;28/12/2025;10/01/2026;48;21,48;1,05;8,98;24,5;70;6,19;17,17;=G3*(L3/100)*(O3/100);=G3*(K3/360/100)*J3*(O3/100);=P3-R3+Q3-S3
Zafiro;Escarlata;09/01/2026;A21430616;Cables Estandarizados S.A.;2484267;639,64;11/12/2025;27/06/2026;11;39,24;2,08;13,3;7,67;60;8,26;4,73;=G4*(L4/100)*(O4/100);=G4*(K4/360/100)*J4*(O4/100);=P4-R4+Q4-S4
Zafiro;Escarlata;09/01/2026;A69890770;Adoquines Cementados S.A.;1364129;6558,61;24/12/2025;11/02/2026;60;48,48;1,9;124,61;529,94;40;49,64;211,83;=G5*(L5/100)*(O5/100);=G5*(K5/360/100)*J5*(O5/100);=P5-R5+Q5-S5
Zafiro;Escarlata;09/01/2026;B27785166;Tarimas Murcianos S.L.;3427343;285,11;22/12/2025;28/01/2026;69;38,93;1,38;3,93;21,27;20;0,96;4,03;=G6*(L6/100)*(O6/100);=G6*(K6/360/100)*J6*(O6/100);=P6-R6+Q6-S6
Zafiro;Escarlata;09/01/2026;A48334134;Maquinarias Habilitados S.A.;4823891;901,55;26/12/2025;17/01/2026;30;46,39;2,36;21,28;34,85;20;4,27;6,81;=G7*(L7/100)*(O7/100);=G7*(K7/360/100)*J7*(O7/100);=P7-R7+Q7-S7
Zafiro;Escarlata;09/01/2026;A35231522;Licores Sostenidos S.A.;3656829;757,64;22/12/2025;22/01/2026;39;12,33;1,57;11,89;10,12;40;5,03;4,25;=G8*(L8/100)*(O8/100);=G8*(K8/360/100)*J8*(O8/100);=P8-R8+Q8-S8
Zafiro;Escarlata;09/01/2026;B14225478;Oleicos Sostenidos S.L.;1919247;887,96;15/12/2025;07/01/2026;45;29,2;1,74;15,45;32,41;20;2,94;6,38;=G9*(L9/100)*(O9/100);=G9*(K9/360/100)*J9*(O9/100);=P9-R9+Q9-S9
Zafiro;Escarlata;09/01/2026;A38325722;Siliconas Operativos S.A.;4582747;758,96;04/12/2025;25/03/2026;86;49,22;2,89;21,93;89,24;40;8,99;35,51;=G10*(L10/100)*(O10/100);=G10*(K10/360/100)*J10*(O10/100);=P10-R10+Q10-S10
Zafiro;Escarlata;09/01/2026;A92995262;Residuos Dominantes S.A.;2200501;674,2;28/12/2025;23/01/2026;23;46,65;2,42;16,32;20,09;30;4,91;5,95;=G11*(L11/100)*(O11/100);=G11*(K11/360/100)*J11*(O11/100);=P11-R11+Q11-S11
Zafiro;Escarlata;09/01/2026;B33010261;Especias Mecanizados S.L.;4882450;766,63;06/12/2025;08/05/2026;49;28,79;1,07;8,2;30,04;30;2,75;9,28;=G12*(L12/100)*(O12/100);=G12*(K12/360/100)*J12*(O12/100);=P12-R12+Q12-S12
Zafiro;Escarlata;09/01/2026;B40318536;Acoplamientos Soldados S.L.;1868713;441,2;08/12/2025;10/05/2026;56;49,25;2,25;9,93;33,8;20;2,19;6,66;=G13*(L13/100)*(O13/100);=G13*(K13/360/100)*J13*(O13/100);=P13-R13+Q13-S13
Zafiro;Escarlata;09/01/2026;A30503948;Sustratos Históricos S.A.;3420494;493,12;22/12/2025;25/04/2026;32;42,74;2,81;13,86;18,73;50;6,67;9,35;=G14*(L14/100)*(O14/100);=G14*(K14/360/100)*J14*(O14/100);=P14-R14+Q14-S14
Zafiro;Escarlata;09/01/2026;B04561951;Titanios Manchegos S.L.;2339049;210,44;21/12/2025;09/04/2026;38;32,31;1,15;2,42;7,18;60;1,36;4,41;=G15*(L15/100)*(O15/100);=G15*(K15/360/100)*J15*(O15/100);=P15-R15+Q15-S15
Zafiro;Escarlata;09/01/2026;B55201000;Cajas Garantizados S.L.;2952319;315,84;21/12/2025;10/04/2026;53;40,86;0,98;3,1;19;20;0,56;4,06;=G16*(L16/100)*(O16/100);=G16*(K16/360/100)*J16*(O16/100);=P16-R16+Q16-S16
Zafiro;Escarlata;09/01/2026;A55635995;Auditorías Modulados S.A.;1181540;623,21;28/12/2025;19/03/2026;10;17,68;1,49;9,29;3,06;40;3,47;1,38;=G17*(L17/100)*(O17/100);=G17*(K17/360/100)*J17*(O17/100);=P17-R17+Q17-S17
Zafiro;Escarlata;09/01/2026;A45351608;Inductores Descentralizados S.A.;4102330;7843,34;06/12/2025;22/03/2026;28;25,7;2,46;192,95;156,78;20;38,62;31,07;=G18*(L18/100)*(O18/100);=G18*(K18/360/100)*J18*(O18/100);=P18-R18+Q18-S18
Zafiro;Escarlata;09/01/2026;B69222962;Componentes Híbridos S.L.;2030204;719,18;16/12/2025;21/04/2026;69;22,29;1,76;12,66;30,73;60;7,31;18,58;=G19*(L19/100)*(O19/100);=G19*(K19/360/100)*J19*(O19/100);=P19-R19+Q19-S19
Zafiro;Escarlata;09/01/2026;B89654455;Generadores Nacionales S.L.;4479896;623,73;24/12/2025;24/02/2026;72;10,89;2,31;14,41;13,58;20;2,67;2,97;=G20*(L20/100)*(O20/100);=G20*(K20/360/100)*J20*(O20/100);=P20-R20+Q20-S20
Zafiro;Escarlata;09/01/2026;B71738399;Derivados Veteranos S.L.;1054348;952,23;07/12/2025;28/04/2026;64;13,44;2,03;19,33;22,75;30;5,53;6,78;=G21*(L21/100)*(O21/100);=G21*(K21/360/100)*J21*(O21/100);=P21-R21+Q21-S21
Zafiro;Escarlata;09/01/2026;A63132230;Palés Sostenidos S.A.;3072615;868,11;21/12/2025;24/02/2026;37;20,48;1,8;15,63;18,27;70;11,06;12,58;=G22*(L22/100)*(O22/100);=G22*(K22/360/100)*J22*(O22/100);=P22-R22+Q22-S22
Zafiro;Escarlata;09/01/2026;B87338676;Digitalizaciones Multinacionales S.L.;4772777;222,74;27/12/2025;05/04/2026;14;45,64;2,91;6,48;3,95;70;4,82;2,69;=G23*(L23/100)*(O23/100);=G23*(K23/360/100)*J23*(O23/100);=P23-R23+Q23-S23
Zafiro;Escarlata;09/01/2026;B87597074;Procesos Refractarios S.L.;1102943;932,8;13/12/2025;11/05/2026;90;46,33;2,79;26,03;108,04;50;13,15;54,05;=G24*(L24/100)*(O24/100);=G24*(K24/360/100)*J24*(O24/100);=P24-R24+Q24-S24
Zafiro;Escarlata;09/01/2026;A38674534;Cápsulas Estandarizados S.A.;4724164;813,84;28/12/2025;13/04/2026;28;25,59;2,58;21;16,2;30;6,16;5;=G25*(L25/100)*(O25/100);=G25*(K25/360/100)*J25*(O25/100);=P25-R25+Q25-S25
Zafiro;Escarlata;09/01/2026;B96983647;Vehículos Normalizados S.L.;3517339;4467,44;21/12/2025;16/06/2026;24;45,1;2,84;126,88;134,32;40;50,99;53,9;=G26*(L26/100)*(O26/100);=G26*(K26/360/100)*J26*(O26/100);=P26-R26+Q26-S26
Zafiro;Escarlata;09/01/2026;A29491727;Aleaciones Comprometidos S.A.;1558682;7304,45;06/12/2025;11/05/2026;78;43,55;1,6;116,87;689,24;60;70,09;413,67;=G27*(L27/100)*(O27/100);=G27*(K27/360/100)*J27*(O27/100);=P27-R27+Q27-S27
Zafiro;Escarlata;09/01/2026;B92659959;Azúcares Neutros S.L.;3219417;805,91;04/12/2025;03/03/2026;32;33,63;1,43;11,52;24,09;50;5,9;12,17;=G28*(L28/100)*(O28/100);=G28*(K28/360/100)*J28*(O28/100);=P28-R28+Q28-S28
Zafiro;Escarlata;09/01/2026;B29440893;Instalaciones Activos S.L.;4713387;5531,44;01/12/2025;04/01/2026;49;42,8;1,18;65,27;322,24;60;38,89;193,47;=G29*(L29/100)*(O29/100);=G29*(K29/360/100)*J29*(O29/100);=P29-R29+Q29-S29
Zafiro;Escarlata;09/01/2026;A54358423;Cuarzos Experimentados S.A.;2569605;657,09;23/12/2025;21/06/2026;88;46,66;1,36;8,94;74,95;30;2,9;22,64;=G30*(L30/100)*(O30/100);=G30*(K30/360/100)*J30*(O30/100);=P30-R30+Q30-S30
Zafiro;Escarlata;09/01/2026;B22314626;Biomasas Internacionales S.L.;1748959;6120,92;17/12/2025;22/02/2026;62;33,73;2,62;160,37;355,57;30;47,83;106,46;=G31*(L31/100)*(O31/100);=G31*(K31/360/100)*J31*(O31/100);=P31-R31+Q31-S31
Zafiro;Escarlata;09/01/2026;A53654244;Autocares Antifuego S.A.;1692925;8882,25;03/12/2025;09/03/2026;37;36,59;1,94;172,32;334,03;40;69,02;133,58;=G32*(L32/100)*(O32/100);=G32*(K32/360/100)*J32*(O32/100);=P32-R32+Q32-S32
Zafiro;Escarlata;09/01/2026;B73231713;Insecticidas Energéticos S.L.;1542376;529,16;27/12/2025;08/02/2026;50;26,63;0,98;5,19;19,57;30;1,52;5,86;=G33*(L33/100)*(O33/100);=G33*(K33/360/100)*J33*(O33/100);=P33-R33+Q33-S33
Zafiro;Escarlata;09/01/2026;A58137369;Anclas Antiestáticos S.A.;3782289;7128,03;22/12/2025;22/06/2026;26;49,57;1,01;71,99;255,19;40;28,76;101,79;=G34*(L34/100)*(O34/100);=G34*(K34/360/100)*J34*(O34/100);=P34-R34+Q34-S34
Zafiro;Escarlata;09/01/2026;B46073824;Sales Aclamados S.L.;3796007;604,77;22/12/2025;28/01/2026;40;48,79;2,77;16,75;32,79;20;3,63;6,51;=G35*(L35/100)*(O35/100);=G35*(K35/360/100)*J35*(O35/100);=P35-R35+Q35-S35
Zafiro;Escarlata;09/01/2026;A19336470;Cárnicos Circulares S.A.;3295028;230,33;19/12/2025;04/04/2026;38;35,11;1,74;4,01;8,54;30;1,13;2,43;=G36*(L36/100)*(O36/100);=G36*(K36/360/100)*J36*(O36/100);=P36-R36+Q36-S36
Zafiro;Escarlata;09/01/2026;B56764875;Vellones Absorbentes S.L.;4530448;8475,71;05/12/2025;01/06/2026;28;11;2,62;222,06;72,51;30;66,55;21,5;=G37*(L37/100)*(O37/100);=G37*(K37/360/100)*J37*(O37/100);=P37-R37+Q37-S37
Zafiro;Escarlata;09/01/2026;B12464643;Aditivos Globales S.L.;4575228;446,77;24/12/2025;13/01/2026;22;12,63;2,08;9,29;3,45;70;6,64;2,47;=G38*(L38/100)*(O38/100);=G38*(K38/360/100)*J38*(O38/100);=P38-R38+Q38-S38
Zafiro;Escarlata;09/01/2026;B84468195;Inductores Corporativos S.L.;2401320;239,13;12/12/2025;20/01/2026;73;37,86;0,81;1,94;18,36;40;0,7;7,32;=G39*(L39/100)*(O39/100);=G39*(K39/360/100)*J39*(O39/100);=P39-R39+Q39-S39
Zafiro;Escarlata;09/01/2026;B51300901;Proteínas Pesados S.L.;3300230;394,31;19/12/2025;11/06/2026;64;24,52;2,68;10,57;17,19;50;5,47;8,43;=G40*(L40/100)*(O40/100);=G40*(K40/360/100)*J40*(O40/100);=P40-R40+Q40-S40
Zafiro;Escarlata;09/01/2026;B84792776;Actuadores Singulares S.L.;4433016;1468,92;07/12/2025;04/03/2026;89;20,86;2,21;32,46;75,75;30;9,9;23,01;=G41*(L41/100)*(O41/100);=G41*(K41/360/100)*J41*(O41/100);=P41-R41+Q41-S41
Zafiro;Escarlata;09/01/2026;A23488966;Licores Productivos S.A.;1198637;906,72;02/12/2025;02/04/2026;55;41,43;1,97;17,86;57,39;40;6,98;23,22;=G42*(L42/100)*(O42/100);=G42*(K42/360/100)*J42*(O42/100);=P42-R42+Q42-S42
Zafiro;Escarlata;09/01/2026;A11034947;Programas Bipartitos S.A.;1362099;817,47;11/12/2025;13/06/2026;19;33;1,8;14,71;14,24;70;10,5;10,05;=G43*(L43/100)*(O43/100);=G43*(K43/360/100)*J43*(O43/100);=P43-R43+Q43-S43
Zafiro;Escarlata;09/01/2026;B86525642;Calizas Inteligentes S.L.;2105676;695,61;20/12/2025;19/05/2026;77;47,16;1,95;13,56;70,17;50;6,52;35,35;=G44*(L44/100)*(O44/100);=G44*(K44/360/100)*J44*(O44/100);=P44-R44+Q44-S44
Zafiro;Escarlata;09/01/2026;A85619710;Volquetes Confiables S.A.;3757235;274,5;12/12/2025;09/01/2026;68;11,17;2,67;7,33;5,79;40;3,03;2,22;=G45*(L45/100)*(O45/100);=G45*(K45/360/100)*J45*(O45/100);=P45-R45+Q45-S45
Zafiro;Escarlata;09/01/2026;B24524005;Controladores Biológicos S.L.;3944358;311,82;14/12/2025;19/06/2026;34;18,26;2,66;8,29;5,38;40;3,14;2,05;=G46*(L46/100)*(O46/100);=G46*(K46/360/100)*J46*(O46/100);=P46-R46+Q46-S46
Zafiro;Escarlata;09/01/2026;A26497665;Hilos Cántabros S.A.;2593177;2943,73;09/12/2025;13/04/2026;68;21,65;2,14;63;120,38;60;37,88;71,95;=G47*(L47/100)*(O47/100);=G47*(K47/360/100)*J47*(O47/100);=P47-R47+Q47-S47
Zafiro;Escarlata;09/01/2026;A00744038;Prótesis Robotizados S.A.;4083802;8665,82;08/12/2025;26/04/2026;47;43,52;1;86,66;492,37;50;43,18;246,13;=G48*(L48/100)*(O48/100);=G48*(K48/360/100)*J48*(O48/100);=P48-R48+Q48-S48
Zafiro;Escarlata;09/01/2026;A90526593;Inductores Ibéricos S.A.;4182963;627,94;24/12/2025;14/05/2026;66;14,63;2,67;16,77;16,84;40;6,75;6,54;=G49*(L49/100)*(O49/100);=G49*(K49/360/100)*J49*(O49/100);=P49-R49+Q49-S49
Zafiro;Escarlata;09/01/2026;A70490954;Grafitos Verificados S.A.;1527694;138,13;24/12/2025;26/02/2026;45;48,09;1,85;2,56;8,3;30;0,59;2,33;=G50*(L50/100)*(O50/100);=G50*(K50/360/100)*J50*(O50/100);=P50-R50+Q50-S50
Zafiro;Escarlata;09/01/2026;B59988675;Correas Regulares S.L.;4516237;755,3;18/12/2025;24/01/2026;16;30,62;2,12;16,01;10,28;60;9,48;6,44;=G51*(L51/100)*(O51/100);=G51*(K51/360/100)*J51*(O51/100);=P51-R51+Q51-S51
Zafiro;Escarlata;09/01/2026;B69296412;Tractores Gallegos S.L.;3757341;838,94;28/12/2025;04/02/2026;41;27,77;2,77;23,24;26,53;70;16,28;18,42;=G52*(L52/100)*(O52/100);=G52*(K52/360/100)*J52*(O52/100);=P52-R52+Q52-S52
Zafiro;Escarlata;09/01/2026;A79826349;Silos Antifuego S.A.;3441993;865,81;23/12/2025;23/06/2026;63;18,07;1,69;14,63;27,38;50;7,16;13,84;=G53*(L53/100)*(O53/100);=G53*(K53/360/100)*J53*(O53/100);=P53-R53+Q53-S53
Zafiro;Escarlata;09/01/2026;A12299195;Licencias Selectos S.A.;1147582;4687,32;03/12/2025;15/03/2026;53;29,39;2,66;124,68;202,81;20;24,83;40,76;=G54*(L54/100)*(O54/100);=G54*(K54/360/100)*J54*(O54/100);=P54-R54+Q54-S54
Zafiro;Escarlata;09/01/2026;B97292368;Tinturas Comprometidos S.L.;3921593;4654,54;26/12/2025;13/03/2026;33;44,84;1,65;76,8;191,32;30;23,24;57,26;=G55*(L55/100)*(O55/100);=G55*(K55/360/100)*J55*(O55/100);=P55-R55+Q55-S55
Zafiro;Escarlata;09/01/2026;B44194915;Siliconas Consorciados S.L.;2177602;240,21;19/12/2025;09/02/2026;54;12,68;1,34;3,22;4,57;20;0,45;0,78;=G56*(L56/100)*(O56/100);=G56*(K56/360/100)*J56*(O56/100);=P56-R56+Q56-S56
Zafiro;Escarlata;09/01/2026;B97925328;Volquetes Preparados S.L.;2808326;797,37;23/12/2025;04/04/2026;71;22;2,19;17,46;34,6;60;10,59;20,57;=G57*(L57/100)*(O57/100);=G57*(K57/360/100)*J57*(O57/100);=P57-R57+Q57-S57
Zafiro;Escarlata;09/01/2026;B22314626;Biomasas Internacionales S.L.;2057338;8010,77;04/12/2025;11/05/2026;70;38,4;0,78;62,48;598,14;20;12,46;119,79;=G58*(L58/100)*(O58/100);=G58*(K58/360/100)*J58*(O58/100);=P58-R58+Q58-S58
Zafiro;Escarlata;09/01/2026;B20427008;Propilenos Verificados S.L.;2268987;613,11;19/12/2025;26/01/2026;74;38,01;2,98;18,27;47,9;40;7,02;19,24;=G59*(L59/100)*(O59/100);=G59*(K59/360/100)*J59*(O59/100);=P59-R59+Q59-S59
Zafiro;Escarlata;09/01/2026;B30554060;Hidrógenos Extremeños S.L.;3622700;4429,37;24/12/2025;27/06/2026;73;14,86;1,12;49,61;133,47;50;24,54;66,54;=G60*(L60/100)*(O60/100);=G60*(K60/360/100)*J60*(O60/100);=P60-R60+Q60-S60
Zafiro;Escarlata;09/01/2026;A66652986;Pizarras Naturales S.A.;3360817;302,09;08/12/2025;10/04/2026;86;19,28;1,02;3,08;13,91;70;2,39;10,01;=G61*(L61/100)*(O61/100);=G61*(K61/360/100)*J61*(O61/100);=P61-R61+Q61-S61
Zafiro;Escarlata;09/01/2026;B89119834;Tubulares Racionales S.L.;1100081;1394,7;15/12/2025;24/02/2026;49;22,73;2,94;41;43,15;50;20,26;21,44;=G62*(L62/100)*(O62/100);=G62*(K62/360/100)*J62*(O62/100);=P62-R62+Q62-S62
Zafiro;Escarlata;09/01/2026;A10937213;Aerogeneradores Herméticos S.A.;3428145;350,27;19/12/2025;15/01/2026;45;40,85;1,47;5,15;17,89;40;2,32;7,22;=G63*(L63/100)*(O63/100);=G63*(K63/360/100)*J63*(O63/100);=P63-R63+Q63-S63
Zafiro;Escarlata;09/01/2026;B45570983;Rutas Superpuestos S.L.;1228704;610,86;03/12/2025;25/01/2026;71;34,5;1,91;11,67;41,56;70;8,22;29,36;=G64*(L64/100)*(O64/100);=G64*(K64/360/100)*J64*(O64/100);=P64-R64+Q64-S64
Zafiro;Escarlata;09/01/2026;A04550291;Proteínas Verdes S.A.;3516787;9614,65;15/12/2025;18/01/2026;12;15,21;2,81;270,17;48,75;70;188,83;33,91;=G65*(L65/100)*(O65/100);=G65*(K65/360/100)*J65*(O65/100);=P65-R65+Q65-S65
Zafiro;Escarlata;09/01/2026;A62671678;Talcos Ligeros S.A.;4661920;958,27;14/12/2025;16/01/2026;86;10,96;0,54;5,17;25,09;60;3,15;15,16;=G66*(L66/100)*(O66/100);=G66*(K66/360/100)*J66*(O66/100);=P66-R66+Q66-S66
Zafiro;Escarlata;09/01/2026;A71156127;Terminales Aprobados S.A.;1612906;4353,49;21/12/2025;03/05/2026;51;43,44;2,45;106,66;267,91;50;53,03;134,07;=G67*(L67/100)*(O67/100);=G67*(K67/360/100)*J67*(O67/100);=P67-R67+Q67-S67
Zafiro;Escarlata;09/01/2026;B25621071;Sedas Autónomos S.L.;2124472;520,76;12/12/2025;27/06/2026;38;16,57;0,93;4,84;9,11;50;2,52;4,36;=G68*(L68/100)*(O68/100);=G68*(K68/360/100)*J68*(O68/100);=P68-R68+Q68-S68
Zafiro;Escarlata;09/01/2026;B92762376;Vinagres Macizos S.L.;2425528;300,1;18/12/2025;17/05/2026;64;34,27;1,72;5,16;18,28;20;1,15;3,52;=G69*(L69/100)*(O69/100);=G69*(K69/360/100)*J69*(O69/100);=P69-R69+Q69-S69
Zafiro;Escarlata;09/01/2026;B49497327;Agroquímicos Refractarios S.L.;3087489;732,63;19/12/2025;02/05/2026;32;41,35;2,2;16,12;26,93;70;11,13;18,73;=G70*(L70/100)*(O70/100);=G70*(K70/360/100)*J70*(O70/100);=P70-R70+Q70-S70
Zafiro;Escarlata;09/01/2026;A48738387;Papeles Normalizados S.A.;1792867;340,1;12/12/2025;21/06/2026;69;22,27;2,6;8,84;14,52;50;4,55;7,42;=G71*(L71/100)*(O71/100);=G71*(K71/360/100)*J71*(O71/100);=P71-R71+Q71-S71
Zafiro;Escarlata;09/01/2026;B67859772;Tarimas Pivotantes S.L.;1571225;7701,1;11/12/2025;20/04/2026;11;28,11;0,75;57,76;66,15;50;28,67;33,01;=G72*(L72/100)*(O72/100);=G72*(K72/360/100)*J72*(O72/100);=P72-R72+Q72-S72
Zafiro;Escarlata;09/01/2026;A21718784;Chapas Contemporáneos S.A.;2635419;213;07/12/2025;24/04/2026;84;39,66;2,78;5,92;19,71;20;1,28;3,71;=G73*(L73/100)*(O73/100);=G73*(K73/360/100)*J73*(O73/100);=P73-R73+Q73-S73
Zafiro;Escarlata;09/01/2026;B61028814;Sacos Herméticos S.L.;4412754;6469,47;05/12/2025;14/04/2026;80;35,49;1,42;91,87;510,23;20;18,62;102,16;=G74*(L74/100)*(O74/100);=G74*(K74/360/100)*J74*(O74/100);=P74-R74+Q74-S74
Zafiro;Escarlata;09/01/2026;B16656758;Acumuladores Consorciados S.L.;1100518;808,36;01/12/2025;23/04/2026;52;23,38;1,54;12,45;27,3;50;6,24;13,36;=G75*(L75/100)*(O75/100);=G75*(K75/360/100)*J75*(O75/100);=P75-R75+Q75-S75
Zafiro;Escarlata;09/01/2026;A74357395;Excipientes Ampliados S.A.;4988955;912,59;22/12/2025;27/02/2026;26;11,69;2,19;19,99;7,7;40;7,78;3,3;=G76*(L76/100)*(O76/100);=G76*(K76/360/100)*J76*(O76/100);=P76-R76+Q76-S76
Zafiro;Escarlata;09/01/2026;A38494715;Instalaciones Locales S.A.;2333728;9218,68;21/12/2025;01/06/2026;34;26,88;1,08;99,56;234,03;20;19,68;46,69;=G77*(L77/100)*(O77/100);=G77*(K77/360/100)*J77*(O77/100);=P77-R77+Q77-S77
Zafiro;Escarlata;09/01/2026;B63665525;Bronces Uniformes S.L.;3836920;302,5;08/12/2025;15/02/2026;47;39,18;1,73;5,23;15,47;60;3,17;9,42;=G78*(L78/100)*(O78/100);=G78*(K78/360/100)*J78*(O78/100);=P78-R78+Q78-S78
Zafiro;Escarlata;09/01/2026;A18846827;Pinturas Duraderos S.A.;4193597;952,12;25/12/2025;13/06/2026;41;29,73;2,05;19,52;32,24;70;13,77;22,37;=G79*(L79/100)*(O79/100);=G79*(K79/360/100)*J79*(O79/100);=P79-R79+Q79-S79
Zafiro;Escarlata;09/01/2026;A42543657;Aromas Consistentes S.A.;1749768;794,73;10/12/2025;19/05/2026;41;20,27;0,66;5,25;18,35;60;2,97;10,79;=G80*(L80/100)*(O80/100);=G80*(K80/360/100)*J80*(O80/100);=P80-R80+Q80-S80
Zafiro;Escarlata;09/01/2026;A12729333;Cementos Duraderos S.A.;4129010;835,61;26/12/2025;19/04/2026;69;44,13;1,47;12,28;70,68;30;3,79;21,41;=G81*(L81/100)*(O81/100);=G81*(K81/360/100)*J81*(O81/100);=P81-R81+Q81-S81
Zafiro;Escarlata;09/01/2026;A66137362;Cereales Resistentes S.A.;4554018;256,27;27/12/2025;04/02/2026;39;32,15;1,88;4,82;8,93;60;3,03;5,45;=G82*(L82/100)*(O82/100);=G82*(K82/360/100)*J82*(O82/100);=P82-R82+Q82-S82
Zafiro;Escarlata;09/01/2026;B57999838;Módulos Macroescalados S.L.;2112549;5448,17;07/12/2025;03/02/2026;29;10,76;2,79;152;47,22;60;90,93;28,53;=G83*(L83/100)*(O83/100);=G83*(K83/360/100)*J83*(O83/100);=P83-R83+Q83-S83
Zafiro;Escarlata;09/01/2026;B86414064;Fármacos Veteranos S.L.;1828720;1134,42;21/12/2025;08/03/2026;49;38,57;0,72;8,17;59,55;20;1,39;11,89;=G84*(L84/100)*(O84/100);=G84*(K84/360/100)*J84*(O84/100);=P84-R84+Q84-S84
